0	1	2		
4.505000			3.093575	14.454836
4.510000	14.895778	36.607693		
4.515000			3.093579	14.500049
4.520000	14.926714	36.753147		
4.525000			3.093584	14.545361
4.530000	14.957649	36.899055		
4.535000			3.093589	14.590773
4.540000	14.988585	37.045417		
4.545000			3.093594	14.636285
4.550000	15.019521	37.192236		
4.555000			3.093599	14.681897
4.560000	15.050457	37.339513		
4.565000			3.093604	14.727609
4.570000	15.081394	37.487247		
4.575000			3.093608	14.773421
4.580000	15.112330	37.635440		
4.585000			3.093613	14.819333
4.590000	15.143266	37.784094		
4.595000			3.093617	14.865345
4.600000	15.174202	37.933208		
4.605000			3.093622	14.911456
4.610000	15.205138	38.082785		
4.615000			3.093627	14.957668
4.620000	15.236075	38.232825		
4.625000			3.093631	15.003979
4.630000	15.267011	38.383328		
4.635000			3.093635	15.050391
4.640000	15.297947	38.534297		
4.645000			3.093640	15.096902
4.650000	15.328884	38.685733		
4.655000			3.093644	15.143513
4.660000	15.359820	38.837635		
4.665000			3.093648	15.190224
4.670000	15.390757	38.990005		
4.675000			3.093653	15.237035
4.680000	15.421693	39.142845		
4.685000			3.093657	15.283946
4.690000	15.452630	39.296154		
4.695000			3.093661	15.330957
4.700000	15.483567	39.449935		
4.705000			3.093665	15.378068
4.710000	15.514503	39.604188		
4.715000			3.093669	15.425279
4.720000	15.545440	39.758914		
4.725000			3.093674	15.472589
4.730000	15.576377	39.914114		
4.735000			3.093678	15.520000
4.740000	15.607314	40.069789		
4.745000			3.093682	15.567510
4.750000	15.638251	40.225940		
4.755000			3.093686	15.615121
4.760000	15.669187	40.382568		
4.765000			3.093690	15.662831
4.770000	15.700124	40.539675		
4.775000			3.093693	15.710641
4.780000	15.731061	40.697260		
4.785000			3.093697	15.758552
4.790000	15.761998	40.855326		
4.795000			3.093701	15.806562
4.800000	15.792935	41.013872		
4.805000			3.093705	15.854672
4.810000	15.823872	41.172901		
4.815000			3.093709	15.902882
4.820000	15.854810	41.332413		
4.825000			3.093712	15.951192
4.830000	15.885747	41.492409		
4.835000			3.093716	15.999601
4.840000	15.916684	41.652890		
4.845000			3.093720	16.048111
4.850000	15.947621	41.813858		
4.855000			3.093723	16.096721
4.860000	15.978558	41.975312		
4.865000			3.093727	16.145431
4.870000	16.009496	42.137254		
4.875000			3.093731	16.194240
4.880000	16.040433	42.299686		
4.885000			3.093734	16.243150
4.890000	16.071371	42.462607		
4.895000			3.093738	16.292159
4.900000	16.102308	42.626020		
4.905000			3.093741	16.341268
4.910000	16.133245	42.789925		
4.915000			3.093745	16.390478
4.920000	16.164183	42.954323		
4.925000			3.093748	16.439787
4.930000	16.195120	43.119215		
4.935000			3.093751	16.489196
4.940000	16.226058	43.284602		
4.945000			3.093755	16.538705
4.950000	16.256995	43.450485		
4.955000			3.093758	16.588314
4.960000	16.287933	43.616865		
4.965000			3.093761	16.638023
4.970000	16.318871	43.783743		
4.975000			3.093765	16.687832
4.980000	16.349808	43.951121		
4.985000			3.093768	16.737741
4.990000	16.380746	44.118998		
4.995000			3.093771	16.787750
5.000000	16.411684	44.287377		
5.005000			3.093774	16.837859
5.010000	16.442622	44.456258		
5.015000			3.093777	16.888067
5.020000	16.473559	44.625641		
5.025000			3.093780	16.938376
5.030000	16.504497	44.795529		
5.035000			3.093784	16.988784
5.040000	16.535435	44.965922		
5.045000			3.093787	17.039293
5.050000	16.566373	45.136821		
5.055000			3.093790	17.089901
5.060000	16.597311	45.308227		
5.065000			3.093793	17.140610
5.070000	16.628249	45.480141		
5.075000			3.093796	17.191418
5.080000	16.659187	45.652565		
5.085000			3.093799	17.242326
5.090000	16.690125	45.825498		
5.095000			3.093802	17.293334
5.100000	16.721063	45.998942		
5.105000			3.093804	17.344443
5.110000	16.752001	46.172899		
5.115000			3.093807	17.395651
5.120000	16.782939	46.347368		
5.125000			3.093810	17.446959
5.130000	16.813877	46.522352		
5.135000			3.093813	17.498367
5.140000	16.844815	46.697851		
5.145000			3.093816	17.549875
5.150000	16.875754	46.873866		
5.155000			3.093819	17.601482
5.160000	16.906692	47.050398		
5.165000			3.093821	17.653190
5.170000	16.937630	47.227448		
5.175000			3.093824	17.704998
5.180000	16.968568	47.405017		
5.185000			3.093827	17.756906
5.190000	16.999507	47.583106		
5.195000			3.093829	17.808913
5.200000	17.030445	47.761716		
5.205000			3.093832	17.861021
5.210000	17.061383	47.940848		
5.215000			3.093835	17.913228
5.220000	17.092322	48.120504		
5.225000			3.093837	17.965536
5.230000	17.123260	48.300683		
5.235000			3.093840	18.017943
5.240000	17.154199	48.481388		
5.245000			3.093842	18.070451
5.250000	17.185137	48.662618		
5.255000			3.093845	18.123058
5.260000	17.216075	48.844376		
5.265000			3.093848	18.175765
5.270000	17.247014	49.026662		
5.275000			3.093850	18.228573
5.280000	17.277952	49.209476		
5.285000			3.093852	18.281480
5.290000	17.308891	49.392821		
5.295000			3.093855	18.334487
5.300000	17.339830	49.576697		
5.305000			3.093857	18.387594
5.310000	17.370768	49.761105		
5.315000			3.093860	18.440801
5.320000	17.401707	49.946046		
5.325000			3.093862	18.494108
5.330000	17.432645	50.131521		
5.335000			3.093865	18.547515
5.340000	17.463584	50.317532		
5.345000			3.093867	18.601022
5.350000	17.494523	50.504078		
5.355000			3.093869	18.654629
5.360000	17.525462	50.691161		
5.365000			3.093872	18.708335
5.370000	17.556400	50.878783		
5.375000			3.093874	18.762142
5.380000	17.587339	51.066943		
5.385000			3.093876	18.816049
5.390000	17.618278	51.255644		
5.395000			3.093878	18.870055
5.400000	17.649217	51.444885		
5.405000			3.093881	18.924162
5.410000	17.680155	51.634669		
5.415000			3.093883	18.978369
5.420000	17.711094	51.824996		
5.425000			3.093885	19.032675
5.430000	17.742033	52.015867		
5.435000			3.093887	19.087082
5.440000	17.772972	52.207282		
5.445000			3.093889	19.141588
5.450000	17.803911	52.399244		
5.455000			3.093891	19.196194
5.460000	17.834850	52.591753		
5.465000			3.093894	19.250901
5.470000	17.865789	52.784810		
5.475000			3.093896	19.305707
5.480000	17.896728	52.978417		
5.485000			3.093898	19.360613
5.490000	17.927667	53.172573		
5.495000			3.093900	19.415620
5.500000	17.958606	53.367280		
5.505000			3.093902	19.470726
5.510000	17.989545	53.562539		
5.515000			3.093904	19.525932
5.520000	18.020484	53.758352		
5.525000			3.093906	19.581238
5.530000	18.051423	53.954718		
5.535000			3.093908	19.636644
5.540000	18.082362	54.151640		
5.545000			3.093910	19.692150
5.550000	18.113301	54.349117		
5.555000			3.093912	19.747756
5.560000	18.144240	54.547152		
5.565000			3.093914	19.803462
5.570000	18.175180	54.745745		
5.575000			3.093916	19.859268
5.580000	18.206119	54.944896		
5.585000			3.093917	19.915174
5.590000	18.237058	55.144608		
5.595000			3.093919	19.971179
5.600000	18.267997	55.344881		
5.605000			3.093921	20.027285
5.610000	18.298936	55.545716		
5.615000			3.093923	20.083491
5.620000	18.329876	55.747114		
5.625000			3.093925	20.139797
5.630000	18.360815	55.949076		
5.635000			3.093927	20.196202
5.640000	18.391754	56.151603		
5.645000			3.093929	20.252708
5.650000	18.422693	56.354696		
5.655000			3.093930	20.309313
5.660000	18.453633	56.558356		
5.665000			3.093932	20.366019
5.670000	18.484572	56.762584		
5.675000			3.093934	20.422824
5.680000	18.515511	56.967382		
5.685000			3.093936	20.479730
5.690000	18.546451	57.172749		
5.695000			3.093937	20.536735
5.700000	18.577390	57.378688		
5.705000			3.093939	20.593841
5.710000	18.608330	57.585198		
5.715000			3.093941	20.651046
5.720000	18.639269	57.792282		
5.725000			3.093942	20.708351
5.730000	18.670208	57.999939		
5.735000			3.093944	20.765757
5.740000	18.701148	58.208172		
5.745000			3.093946	20.823262
5.750000	18.732087	58.416980		
5.755000			3.093947	20.880867
5.760000	18.763027	58.626366		
5.765000			3.093949	20.938572
5.770000	18.793966	58.836330		
5.775000			3.093951	20.996377
5.780000	18.824906	59.046873		
5.785000			3.093952	21.054283
5.790000	18.855845	59.257996		
5.795000			3.093954	21.112288
5.800000	18.886785	59.469699		
5.805000			3.093955	21.170393
5.810000	18.917725	59.681985		
5.815000			3.093957	21.228598
5.820000	18.948664	59.894854		
5.825000			3.093959	21.286903
5.830000	18.979604	60.108308		
5.835000			3.093960	21.345308
5.840000	19.010543	60.322346		
5.845000			3.093962	21.403813
5.850000	19.041483	60.536970		
5.855000			3.093963	21.462417
5.860000	19.072423	60.752181		
5.865000			3.093965	21.521122
5.870000	19.103362	60.967980		
5.875000			3.093966	21.579927
5.880000	19.134302	61.184369		
5.885000			3.093968	21.638832
5.890000	19.165242	61.401347		
5.895000			3.093969	21.697837
5.900000	19.196181	61.618916		
5.905000			3.093970	21.756941
5.910000	19.227121	61.837078		
5.915000			3.093972	21.816146
5.920000	19.258061	62.055832		
5.925000			3.093973	21.875451
5.930000	19.289001	62.275181		
5.935000			3.093975	21.934855
5.940000	19.319940	62.495125		
5.945000			3.093976	21.994360
5.950000	19.350880	62.715664		
5.955000			3.093977	22.053964
5.960000	19.381820	62.936801		
5.965000			3.093979	22.113669
5.970000	19.412760	63.158536		
5.975000			3.093980	22.173473
5.980000	19.443700	63.380869		
5.985000			3.093982	22.233378
5.990000	19.474639	63.603803		
5.995000			3.093983	22.293382
6.000000	19.505579	63.827338		
6.005000			3.093984	22.353487
6.010000	19.536519	64.051475		
6.015000			3.093986	22.413691
6.020000	19.567459	64.276215		
6.025000			3.093987	22.473995
6.030000	19.598399	64.501559		
6.035000			3.093988	22.534400
6.040000	19.629339	64.727508		
6.045000			3.093989	22.594904
6.050000	19.660279	64.954063		
6.055000			3.093991	22.655508
6.060000	19.691219	65.181225		
6.065000			3.093992	22.716213
6.070000	19.722158	65.408995		
6.075000			3.093993	22.777017
6.080000	19.753098	65.637375		
6.085000			3.093994	22.837921
6.090000	19.784038	65.866364		
6.095000			3.093996	22.898925
6.100000	19.814978	66.095964		
6.105000			3.093997	22.960029
6.110000	19.845918	66.326176		
6.115000			3.093998	23.021233
6.120000	19.876858	66.557002		
6.125000			3.093999	23.082537
6.130000	19.907798	66.788441		
6.135000			3.094000	23.143942
6.140000	19.938738	67.020496		
6.145000			3.094002	23.205446
6.150000	19.969678	67.253166		
6.155000			3.094003	23.267050
6.160000	20.000618	67.486454		
6.165000			3.094004	23.328754
6.170000	20.031558	67.720359		
6.175000			3.094005	23.390557
6.180000	20.062499	67.954884		
6.185000			3.094006	23.452461
6.190000	20.093439	68.190029		
6.195000			3.094007	23.514465
6.200000	20.124379	68.425794		
6.205000			3.094009	23.576569
6.210000	20.155319	68.662182		
6.215000			3.094010	23.638773
6.220000	20.186259	68.899193		
6.225000			3.094011	23.701077
6.230000	20.217199	69.136828		
6.235000			3.094012	23.763481
6.240000	20.248139	69.375087		
6.245000			3.094013	23.825984
6.250000	20.279079	69.613973		
6.255000			3.094014	23.888588
6.260000	20.310019	69.853486		
6.265000			3.094015	23.951292
6.270000	20.340960	70.093627		
6.275000			3.094016	24.014096
6.280000	20.371900	70.334397		
6.285000			3.094017	24.076999
6.290000	20.402840	70.575797		
6.295000			3.094018	24.140003
6.300000	20.433780	70.817828		
6.305000			3.094019	24.203106
6.310000	20.464720	71.060491		
6.315000			3.094020	24.266310
6.320000	20.495661	71.303788		
6.325000			3.094021	24.329614
6.330000	20.526601	71.547718		
6.335000			3.094022	24.393017
6.340000	20.557541	71.792283		
6.345000			3.094023	24.456521
6.350000	20.588481	72.037484		
6.355000			3.094024	24.520124
6.360000	20.619422	72.283322		
6.365000			3.094025	24.583828
6.370000	20.650362	72.529799		
6.375000			3.094026	24.647631
6.380000	20.681302	72.776914		
6.385000			3.094027	24.711535
6.390000	20.712242	73.024669		
6.395000			3.094028	24.775538
6.400000	20.743183	73.273066		
6.405000			3.094029	24.839641
6.410000	20.774123	73.522104		
6.415000			3.094030	24.903845
6.420000	20.805063	73.771786		
6.425000			3.094031	24.968148
6.430000	20.836004	74.022111		
6.435000			3.094032	25.032552
6.440000	20.866944	74.273082		
6.445000			3.094033	25.097055
6.450000	20.897884	74.524698		
6.455000			3.094034	25.161658
6.460000	20.928825	74.776962		
6.465000			3.094035	25.226361
6.470000	20.959765	75.029874		
6.475000			3.094035	25.291165
6.480000	20.990705	75.283434		
6.485000			3.094036	25.356068
6.490000	21.021646	75.537645		
6.495000			3.094037	25.421071
6.500000	21.052586	75.792507		
6.505000			3.094038	25.486174
6.510000	21.083526	76.048021		
6.515000			3.094039	25.551377
6.520000	21.114467	76.304187		
6.525000			3.094040	25.616681
6.530000	21.145407	76.561008		
6.535000			3.094041	25.682084
6.540000	21.176348	76.818484		
6.545000			3.094042	25.747587
6.550000	21.207288	77.076616		
6.555000			3.094042	25.813190
6.560000	21.238228	77.335405		
6.565000			3.094043	25.878893
6.570000	21.269169	77.594852		
6.575000			3.094044	25.944696
6.580000	21.300109	77.854958		
6.585000			3.094045	26.010599
6.590000	21.331050	78.115724		
6.595000			3.094046	26.076602
6.600000	21.361990	78.377151		
6.605000			3.094046	26.142705
6.610000	21.392931	78.639240		
6.615000			3.094047	26.208908
6.620000	21.423871	78.901992		
6.625000			3.094048	26.275211
6.630000	21.454812	79.165408		
6.635000			3.094049	26.341614
6.640000	21.485752	79.429489		
6.645000			3.094050	26.408117
6.650000	21.516693	79.694237		
6.655000			3.094050	26.474720
6.660000	21.547633	79.959651		
6.665000			3.094051	26.541423
6.670000	21.578574	80.225733		
6.675000			3.094052	26.608226
6.680000	21.609514	80.492484		
6.685000			3.094053	26.675128
6.690000	21.640455	80.759906		
6.695000			3.094053	26.742131
6.700000	21.671395	81.027998		
6.705000			3.094054	26.809234
6.710000	21.702336	81.296762		
6.715000			3.094055	26.876437
6.720000	21.733276	81.566200		
6.725000			3.094056	26.943740
6.730000	21.764217	81.836311		
6.735000			3.094056	27.011142
6.740000	21.795158	82.107098		
6.745000			3.094057	27.078645
6.750000	21.826098	82.378560		
6.755000			3.094058	27.146248
6.760000	21.857039	82.650700		
6.765000			3.094058	27.213950
6.770000	21.887979	82.923517		
6.775000			3.094059	27.281753
6.780000	21.918920	83.197014		
6.785000			3.094060	27.349656
6.790000	21.949861	83.471190		
6.795000			3.094060	27.417658
6.800000	21.980801	83.746048		
6.805000			3.094061	27.485761
6.810000	22.011742	84.021588		
6.815000			3.094062	27.553964
6.820000	22.042682	84.297810		
6.825000			3.094063	27.622266
6.830000	22.073623	84.574717		
6.835000			3.094063	27.690669
6.840000	22.104564	84.852309		
6.845000			3.094064	27.759172
6.850000	22.135504	85.130586		
6.855000			3.094065	27.827774
6.860000	22.166445	85.409551		
6.865000			3.094065	27.896477
6.870000	22.197386	85.689204		
6.875000			3.094066	27.965279
6.880000	22.228326	85.969546		
6.885000			3.094066	28.034182
6.890000	22.259267	86.250578		
6.895000			3.094067	28.103184
6.900000	22.290208	86.532301		
6.905000			3.094068	28.172287
6.910000	22.321148	86.814715		
6.915000			3.094068	28.241489
6.920000	22.352089	87.097823		
6.925000			3.094069	28.310792
6.930000	22.383030	87.381625		
6.935000			3.094070	28.380194
6.940000	22.413970	87.666122		
6.945000			3.094070	28.449696
6.950000	22.444911	87.951315		
6.955000			3.094071	28.519299
6.960000	22.475852	88.237205		
6.965000			3.094071	28.589001
6.970000	22.506793	88.523793		
6.975000			3.094072	28.658804
6.980000	22.537733	88.811080		
6.985000			3.094073	28.728706
6.990000	22.568674	89.099067		
6.995000			3.094073	28.798708
7.000000	22.599615	89.387756		
7.005000			3.094074	28.868811
7.010000	22.630556	89.677146		
7.015000			3.094074	28.939013
7.020000	22.661496	89.967239		
7.025000			3.094075	29.009315
7.030000	22.692437	90.258036		
7.035000			3.094075	29.079717
7.040000	22.723378	90.549538		
7.045000			3.094076	29.150220
7.050000	22.754319	90.841746		
7.055000			3.094077	29.220822
7.060000	22.785259	91.134662		
7.065000			3.094077	29.291524
7.070000	22.816200	91.428285		
7.075000			3.094078	29.362326
7.080000	22.847141	91.722617		
7.085000			3.094078	29.433229
7.090000	22.878082	92.017659		
7.095000			3.094079	29.504231
7.100000	22.909022	92.313413		
7.105000			3.094079	29.575333
7.110000	22.939963	92.609878		
7.115000			3.094080	29.646535
7.120000	22.970904	92.907057		
7.125000			3.094080	29.717837
7.130000	23.001845	93.204949		
7.135000			3.094081	29.789240
7.140000	23.032786	93.503556		
7.145000			3.094081	29.860742
7.150000	23.063726	93.802880		
7.155000			3.094082	29.932344
7.160000	23.094667	94.102920		
7.165000			3.094082	30.004046
7.170000	23.125608	94.403679		
7.175000			3.094083	30.075848
7.180000	23.156549	94.705156		
7.185000			3.094083	30.147750
7.190000	23.187490	95.007354		
7.195000			3.094084	30.219752
7.200000	23.218431	95.310272		
7.205000			3.094084	30.291854
7.210000	23.249371	95.613913		
7.215000			3.094085	30.364056
7.220000	23.280312	95.918276		
7.225000			3.094085	30.436358
7.230000	23.311253	96.223364		
7.235000			3.094086	30.508760
7.240000	23.342194	96.529177		
7.245000			3.094086	30.581262
7.250000	23.373135	96.835715		
7.255000			3.094087	30.653864
7.260000	23.404076	97.142981		
7.265000			3.094087	30.726566
7.270000	23.435017	97.450975		
7.275000			3.094088	30.799368
7.280000	23.465958	97.759697		
7.285000			3.094088	30.872270
7.290000	23.496898	98.069150		
7.295000			3.094089	30.945272
7.300000	23.527839	98.379334		
7.305000			3.094089	31.018374
7.310000	23.558780	98.690250		
7.315000			3.094090	31.091576
7.320000	23.589721	99.001898		
7.325000			3.094090	31.164878
7.330000	23.620662	99.314281		
7.335000			3.094090	31.238280
7.340000	23.651603	99.627399		
7.345000			3.094091	31.311782
7.350000	23.682544	99.941253		
7.355000			3.094091	31.385384
7.360000	23.713485	100.255844		
7.365000			3.094092	31.459086
7.370000	23.744426	100.571173		
7.375000			3.094092	31.532887
7.380000	23.775367	100.887240		
7.385000			3.094093	31.606789
7.390000	23.806308	101.204048		
7.395000			3.094093	31.680791
7.400000	23.837249	101.521597		
7.405000			3.094093	31.754893
7.410000	23.868189	101.839888		
7.415000			3.094094	31.829095
7.420000	23.899130	102.158922		
7.425000			3.094094	31.903396
7.430000	23.930071	102.478700		
7.435000			3.094095	31.977798
7.440000	23.961012	102.799223		
7.445000			3.094095	32.052300
7.450000	23.991953	103.120492		
7.455000			3.094096	32.126902
7.460000	24.022894	103.442508		
7.465000			3.094096	32.201604
7.470000	24.053835	103.765272		
7.475000			3.094096	32.276405
7.480000	24.084776	104.088785		
7.485000			3.094097	32.351307
7.490000	24.115717	104.413048		
7.495000			3.094097	32.426309
7.500000	24.146658	104.738063		
7.505000			3.094098	32.501411
7.510000	24.177599	105.063829		
7.515000			3.094098	32.576612
7.520000	24.208540	105.390348		
7.525000			3.094098	32.651914
7.530000	24.239481	105.717621		
7.535000			3.094099	32.727316
7.540000	24.270422	106.045649		
7.545000			3.094099	32.802817
7.550000	24.301363	106.374433		
7.555000			3.094099	32.878419
7.560000	24.332304	106.703975		
7.565000			3.094100	32.954121
7.570000	24.363245	107.034274		
7.575000			3.094100	33.029922
7.580000	24.394186	107.365332		
7.585000			3.094101	33.105824
7.590000	24.425127	107.697150		
7.595000			3.094101	33.181826
7.600000	24.456068	108.029730		
7.605000			3.094101	33.257927
7.610000	24.487009	108.363071		
7.615000			3.094102	33.334129
7.620000	24.517950	108.697175		
7.625000			3.094102	33.410430
7.630000	24.548891	109.032043		
7.635000			3.094102	33.486832
7.640000	24.579832	109.367677		
7.645000			3.094103	33.563334
7.650000	24.610773	109.704076		
7.655000			3.094103	33.639935
7.660000	24.641714	110.041242		
7.665000			3.094103	33.716637
7.670000	24.672655	110.379177		
7.675000			3.094104	33.793438
7.680000	24.703596	110.717880		
7.685000			3.094104	33.870340
7.690000	24.734537	111.057354		
7.695000			3.094104	33.947341
7.700000	24.765478	111.397598		
7.705000			3.094105	34.024443
7.710000	24.796419	111.738615		
7.715000			3.094105	34.101644
7.720000	24.827360	112.080404		
7.725000			3.094105	34.178946
7.730000	24.858302	112.422967		
7.735000			3.094106	34.256347
7.740000	24.889243	112.766306		
7.745000			3.094106	34.333849
7.750000	24.920184	113.110420		
7.755000			3.094106	34.411450
7.760000	24.951125	113.455312		
7.765000			3.094107	34.489152
7.770000	24.982066	113.800982		
7.775000			3.094107	34.566953
7.780000	25.013007	114.147430		
7.785000			3.094107	34.644855
7.790000	25.043948	114.494659		
7.795000			3.094108	34.722856
7.800000	25.074889	114.842668		
7.805000			3.094108	34.800958
7.810000	25.105830	115.191460		
7.815000			3.094108	34.879159
7.820000	25.136771	115.541034		
7.825000			3.094109	34.957460
7.830000	25.167712	115.891393		
7.835000			3.094109	35.035862
7.840000	25.198653	116.242537		
7.845000			3.094109	35.114363
7.850000	25.229594	116.594466		
7.855000			3.094109	35.192965
7.860000	25.260536	116.947183		
7.865000			3.094110	35.271666
7.870000	25.291477	117.300688		
7.875000			3.094110	35.350467
7.880000	25.322418	117.654981		
7.885000			3.094110	35.429369
7.890000	25.353359	118.010065		
7.895000			3.094111	35.508370
7.900000	25.384300	118.365940		
7.905000			3.094111	35.587472
7.910000	25.415241	118.722606		
7.915000			3.094111	35.666673
7.920000	25.446182	119.080066		
7.925000			3.094111	35.745974
7.930000	25.477123	119.438320		
7.935000			3.094112	35.825376
7.940000	25.508064	119.797369		
7.945000			3.094112	35.904877
7.950000	25.539006	120.157214		
7.955000			3.094112	35.984478
7.960000	25.569947	120.517855		
7.965000			3.094113	36.064179
7.970000	25.600888	120.879295		
7.975000			3.094113	36.143981
7.980000	25.631829	121.241534		
7.985000			3.094113	36.223882
7.990000	25.662770	121.604573		
7.995000			3.094113	36.303883
8.000000	25.693711	121.968413		
8.005000			3.094114	36.383985
8.010000	25.724652	122.333054		
8.015000			3.094114	36.464186
8.020000	25.755593	122.698499		
8.025000			3.094114	36.544487
8.030000	25.786535	123.064748		
8.035000			3.094114	36.624888
8.040000	25.817476	123.431802		
8.045000			3.094115	36.705390
8.050000	25.848417	123.799662		
8.055000			3.094115	36.785991
8.060000	25.879358	124.168329		
8.065000			3.094115	36.866692
8.070000	25.910299	124.537804		
8.075000			3.094115	36.947493
8.080000	25.941240	124.908088		
8.085000			3.094116	37.028395
8.090000	25.972182	125.279182		
8.095000			3.094116	37.109396
8.100000	26.003123	125.651087		
8.105000			3.094116	37.190497
8.110000	26.034064	126.023804		
8.115000			3.094116	37.271698
8.120000	26.065005	126.397334		
8.125000			3.094117	37.352999
8.130000	26.095946	126.771678		
8.135000			3.094117	37.434401
8.140000	26.126887	127.146837		
8.145000			3.094117	37.515902
8.150000	26.157829	127.522812		
8.155000			3.094117	37.597503
8.160000	26.188770	127.899604		
8.165000			3.094118	37.679204
8.170000	26.219711	128.277214		
8.175000			3.094118	37.761005
8.180000	26.250652	128.655643		
8.185000			3.094118	37.842906
8.190000	26.281593	129.034892		
8.195000			3.094118	37.924908
8.200000	26.312534	129.414962		
8.205000			3.094119	38.007009
8.210000	26.343476	129.795854		
8.215000			3.094119	38.089210
8.220000	26.374417	130.177569		
8.225000			3.094119	38.171511
8.230000	26.405358	130.560108		
8.235000			3.094119	38.253912
8.240000	26.436299	130.943473		
8.245000			3.094119	38.336413
8.250000	26.467240	131.327663		
8.255000			3.094120	38.419014
8.260000	26.498182	131.712680		
8.265000			3.094120	38.501715
8.270000	26.529123	132.098525		
8.275000			3.094120	38.584517
8.280000	26.560064	132.485199		
8.285000			3.094120	38.667418
8.290000	26.591005	132.872703		
8.295000			3.094121	38.750419
8.300000	26.621946	133.261039		
8.305000			3.094121	38.833520
8.310000	26.652888	133.650206		
8.315000			3.094121	38.916721
8.320000	26.683829	134.040206		
8.325000			3.094121	39.000022
8.330000	26.714770	134.431040		
8.335000			3.094121	39.083423
8.340000	26.745711	134.822710		
8.345000			3.094122	39.166924
8.350000	26.776653	135.215215		
8.355000			3.094122	39.250525
8.360000	26.807594	135.608557		
8.365000			3.094122	39.334226
8.370000	26.838535	136.002737		
8.375000			3.094122	39.418027
8.380000	26.869476	136.397757		
8.385000			3.094122	39.501928
8.390000	26.900417	136.793616		
8.395000			3.094123	39.585929
8.400000	26.931359	137.190316		
8.405000			3.094123	39.670030
8.410000	26.962300	137.587859		
8.415000			3.094123	39.754231
8.420000	26.993241	137.986244		
8.425000			3.094123	39.838532
8.430000	27.024182	138.385473		
8.435000			3.094123	39.922933
8.440000	27.055124	138.785548		
8.445000			3.094124	40.007434
8.450000	27.086065	139.186468		
8.455000			3.094124	40.092035
8.460000	27.117006	139.588235		
8.465000			3.094124	40.176736
8.470000	27.147947	139.990851		
8.475000			3.094124	40.261537
8.480000	27.178889	140.394315		
8.485000			3.094124	40.346438
8.490000	27.209830	140.798629		
8.495000			3.094125	40.431439
8.500000	27.240771	141.203795		
8.505000			3.094125	40.516540
8.510000	27.271712	141.609812		
8.515000			3.094125	40.601741
8.520000	27.302654	142.016683		
8.525000			3.094125	40.687042
8.530000	27.333595	142.424407		
8.535000			3.094125	40.772443
8.540000	27.364536	142.832986		
8.545000			3.094125	40.857944
8.550000	27.395477	143.242422		
8.555000			3.094126	40.943545
8.560000	27.426419	143.652714		
8.565000			3.094126	41.029246
8.570000	27.457360	144.063865		
8.575000			3.094126	41.115047
8.580000	27.488301	144.475874		
8.585000			3.094126	41.200948
8.590000	27.519242	144.888744		
8.595000			3.094126	41.286949
8.600000	27.550184	145.302474		
8.605000			3.094126	41.373050
8.610000	27.581125	145.717067		
8.615000			3.094127	41.459250
8.620000	27.612066	146.132522		
8.625000			3.094127	41.545551
8.630000	27.643007	146.548842		
8.635000			3.094127	41.631952
8.640000	27.673949	146.966026		
8.645000			3.094127	41.718453
8.650000	27.704890	147.384077		
8.655000			3.094127	41.805054
8.660000	27.735831	147.802994		
8.665000			3.094127	41.891755
8.670000	27.766772	148.222780		
8.675000			3.094128	41.978556
8.680000	27.797714	148.643435		
8.685000			3.094128	42.065457
8.690000	27.828655	149.064959		
8.695000			3.094128	42.152457
8.700000	27.859596	149.487355		
8.705000			3.094128	42.239558
8.710000	27.890538	149.910622		
8.715000			3.094128	42.326759
8.720000	27.921479	150.334763		
8.725000			3.094128	42.414060
8.730000	27.952420	150.759778		
8.735000			3.094129	42.501461
8.740000	27.983361	151.185667		
8.745000			3.094129	42.588962
8.750000	28.014303	151.612433		
8.755000			3.094129	42.676563
8.760000	28.045244	152.040075		
8.765000			3.094129	42.764263
8.770000	28.076185	152.468596		
8.775000			3.094129	42.852064
8.780000	28.107127	152.897996		
8.785000			3.094129	42.939965
8.790000	28.138068	153.328275		
8.795000			3.094129	43.027966
8.800000	28.169009	153.759436		
8.805000			3.094130	43.116067
8.810000	28.199951	154.191479		
8.815000			3.094130	43.204268
8.820000	28.230892	154.624404		
8.825000			3.094130	43.292568
8.830000	28.261833	155.058214		
8.835000			3.094130	43.380969
8.840000	28.292774	155.492909		
8.845000			3.094130	43.469470
8.850000	28.323716	155.928489		
8.855000			3.094130	43.558071
8.860000	28.354657	156.364957		
8.865000			3.094130	43.646772
8.870000	28.385598	156.802313		
8.875000			3.094131	43.735572
8.880000	28.416540	157.240558		
8.885000			3.094131	43.824473
8.890000	28.447481	157.679692		
8.895000			3.094131	43.913474
8.900000	28.478422	158.119718		
8.905000			3.094131	44.002575
8.910000	28.509364	158.560636		
8.915000			3.094131	44.091775
8.920000	28.540305	159.002447		
8.925000			3.094131	44.181076
8.930000	28.571246	159.445151		
8.935000			3.094131	44.270477
8.940000	28.602188	159.888751		
8.945000			3.094132	44.359978
8.950000	28.633129	160.333247		
8.955000			3.094132	44.449578
8.960000	28.664070	160.778640		
8.965000			3.094132	44.539279
8.970000	28.695011	161.224931		
8.975000			3.094132	44.629080
8.980000	28.725953	161.672120		
8.985000			3.094132	44.718981
8.990000	28.756894	162.120210		
8.995000			3.094132	44.808981
9.000000	28.787835	162.569201		
9.005000			3.094132	44.899082
9.010000	28.818777	163.019094		
