Wähle das Verfahren (1) exp. Euler, (2) Runge-Kutter, (3) leap-frog:
0 0 1
Verfahren: Runge-Kutter
14.3 0.5124710.534509 0.412924
14.4 0.5345090.5551 0.383037
14.5 0.55510.5742 0.352343
14.6 0.57420.59177 0.320921
14.7 0.591770.607772 0.288854
14.8 0.6077720.622175 0.256225
14.9 0.6221750.63495 0.223118
15 0.634950.646074 0.18962
15.1 0.6460740.655527 0.155814
15.2 0.6555270.663294 0.121789
15.3 0.6632940.669364 0.0876286
15.4 0.6693640.67373 0.0534203
15.5 0.673730.67639 0.0192494
15.6 0.676390.677346 -0.0147987
15.7 0.6773460.676604 -0.0486395
15.8 0.6766040.674174 -0.0821896
15.9 0.6741740.67007 -0.115366
16 0.670070.664312 -0.148089
16.1 0.6643120.656922 -0.180278
16.2 0.6569220.647927 -0.211855
16.3 0.6479270.637357 -0.242744
16.4 0.6373570.625246 -0.272873
16.5 0.6252460.611633 -0.302168
16.6 0.6116330.596558 -0.330562
16.7 0.5965580.580068 -0.357987
16.8 0.5800680.56221 -0.38438
16.9 0.562210.543035 -0.40968
17 0.5430350.522599 -0.433829
17.1 0.5225990.500959 -0.456773
17.2 0.5009590.478174 -0.478461
17.3 0.4781740.454308 -0.498844
17.4 0.4543080.429426 -0.517878
17.5 0.4294260.403594 -0.535522
17.6 0.4035940.376883 -0.551739
17.7 0.3768830.349362 -0.566495
17.8 0.3493620.321106 -0.579762
17.9 0.3211060.292189 -0.591512
18 0.2921890.262686 -0.601726
18.1 0.2626860.232673 -0.610384
18.2 0.2326730.202229 -0.617472
18.3 0.2022290.171431 -0.622982
18.4 0.1714310.140359 -0.626906
18.5 0.1403590.109092 -0.629244
18.6 0.1090920.0777078 -0.629997
18.7 0.07770780.0462864 -0.629171
18.8 0.04628640.0149064 -0.626776
18.9 0.0149064-0.0163539 -0.622826
19 -0.0163539-0.0474171 -0.617339
19.1 -0.0474171-0.0782064 -0.610336
19.2 -0.0782064-0.108646 -0.601842
19.3 -0.108646-0.138662 -0.591886
19.4 -0.138662-0.168182 -0.580501
19.5 -0.168182-0.197133 -0.56772
19.6 -0.197133-0.225446 -0.553585
19.7 -0.225446-0.253055 -0.538136
19.8 -0.253055-0.279893 -0.521419
19.9 -0.279893-0.305897 -0.503482
20 -0.305897-0.331006 -0.484376
20.1 -0.331006-0.355162 -0.464155
20.2 -0.355162-0.378309 -0.442874
20.3 -0.378309-0.400395 -0.420593
20.4 -0.400395-0.421369 -0.397371
20.5 -0.421369-0.441185 -0.373273
20.6 -0.441185-0.4598 -0.348361
20.7 -0.4598-0.477171 -0.322703
20.8 -0.477171-0.493263 -0.296367
20.9 -0.493263-0.508041 -0.269421
21 -0.508041-0.521475 -0.241937
21.1 -0.521475-0.533538 -0.213985
21.2 -0.533538-0.544207 -0.185638
21.3 -0.544207-0.553463 -0.156969
21.4 -0.553463-0.561288 -0.128051
21.5 -0.561288-0.567671 -0.0989566
21.6 -0.567671-0.572603 -0.0697607
21.7 -0.572603-0.576079 -0.0405364
21.8 -0.576079-0.578097 -0.0113569
21.9 -0.578097-0.578659 0.0177051
22 -0.578659-0.577773 0.0465776
22.1 -0.577773-0.575446 0.0751892
22.2 -0.575446-0.571692 0.10347
22.3 -0.571692-0.566528 0.13135
22.4 -0.566528-0.559974 0.158763
22.5 -0.559974-0.552052 0.185642
22.6 -0.552052-0.54279 0.211922
22.7 -0.54279-0.532217 0.237541
22.8 -0.532217-0.520366 0.262438
22.9 -0.520366-0.507274 0.286555
23 -0.507274-0.492979 0.309834
23.1 -0.492979-0.477523 0.332223
23.2 -0.477523-0.46095 0.353669
23.3 -0.46095-0.443308 0.374124
23.4 -0.443308-0.424646 0.393541
23.5 -0.424646-0.405016 0.411877
23.6 -0.405016-0.384471 0.429092
23.7 -0.384471-0.363068 0.445148
23.8 -0.363068-0.340864 0.460011
23.9 -0.340864-0.317919 0.473649
24 -0.317919-0.294294 0.486035
24.1 -0.294294-0.270051 0.497145
24.2 -0.270051-0.245254 0.506955
24.3 -0.245254-0.219969 0.51545
24.4 -0.219969-0.194259 0.522613
24.5 -0.194259-0.168193 0.528434
24.6 -0.168193-0.141837 0.532904
24.7 -0.141837-0.115257 0.536021
24.8 -0.115257-0.0885226 0.537781
24.9 -0.0885226-0.0617004 0.538188
25 -0.0617004-0.034858 0.537248
25.1 -0.034858-0.00806276 0.534969
25.2 -0.008062760.0186187 0.531364
25.3 0.01861870.0451202 0.526449
25.4 0.04512020.0713764 0.520242
25.5 0.07137640.0973229 0.512766
25.6 0.09732290.122896 0.504045
25.7 0.1228960.148035 0.494108
25.8 0.1480350.172677 0.482985
25.9 0.1726770.196765 0.47071
26 0.1967650.22024 0.45732
26.1 0.220240.243047 0.442854
26.2 0.2430470.265133 0.427352
26.3 0.2651330.286446 0.41086
26.4 0.2864460.306935 0.393423
26.5 0.3069350.326555 0.37509
26.6 0.3265550.345261 0.355911
26.7 0.3452610.363009 0.335938
26.8 0.3630090.379762 0.315224
26.9 0.3797620.395481 0.293827
27 0.3954810.410133 0.271802
27.1 0.4101330.423687 0.249207
27.2 0.4236870.436113 0.226102
27.3 0.4361130.447387 0.202548
27.4 0.4473870.457487 0.178605
27.5 0.4574870.466392 0.154335
27.6 0.4663920.474086 0.129801
27.7 0.4740860.480557 0.105065
27.8 0.4805570.485794 0.0801896
27.9 0.4857940.48979 0.0552384
28 0.489790.492542 0.0302739
28.1 0.4925420.494049 0.00535853
28.2 0.4940490.494313 -0.0194457
28.3 0.4943130.49334 -0.0440772
28.4 0.493340.491139 -0.0684755
28.5 0.4911390.487721 -0.0925805
28.6 0.4877210.4831 -0.116334
28.7 0.48310.477295 -0.139677
28.8 0.4772950.470326 -0.162555
28.9 0.4703260.462215 -0.184911
29 0.4622150.45299 -0.206694
29.1 0.452990.442678 -0.227851
29.2 0.4426780.431312 -0.248333
29.3 0.4313120.418923 -0.268091
29.4 0.4189230.40555 -0.287081
29.5 0.405550.391229 -0.305257
29.6 0.3912290.376002 -0.32258
29.7 0.3760020.359911 -0.33901
29.8 0.3599110.343001 -0.35451
29.9 0.3430010.325318 -0.369046
30 0.3253180.30691 -0.382587
30.1 0.306910.287826 -0.395104
30.2 0.2878260.268119 -0.40657
30.3 0.2681190.24784 -0.416963
30.4 0.247840.227042 -0.426261
30.5 0.2270420.205781 -0.434447
30.6 0.2057810.184112 -0.441506
30.7 0.1841120.162091 -0.447426
30.8 0.1620910.139774 -0.452198
30.9 0.1397740.11722 -0.455815
31 0.117220.094486 -0.458275
31.1 0.0944860.071629 -0.459577
31.2 0.0716290.0487073 -0.459724
31.3 0.04870730.0257784 -0.45872
31.4 0.02577840.00289976 -0.456575
31.5 0.00289976-0.0198718 -0.453299
31.6 -0.0198718-0.0424798 -0.448906
31.7 -0.0424798-0.0648685 -0.443412
31.8 -0.0648685-0.0869832 -0.436838
31.9 -0.0869832-0.10877 -0.429204
32 -0.10877-0.130176 -0.420536
32.1 -0.130176-0.151149 -0.41086
32.2 -0.151149-0.171639 -0.400205
32.3 -0.171639-0.191598 -0.388602
32.4 -0.191598-0.210979 -0.376086
32.5 -0.210979-0.229734 -0.362693
32.6 -0.229734-0.247822 -0.348459
32.7 -0.247822-0.2652 -0.333426
32.8 -0.2652-0.281828 -0.317634
32.9 -0.281828-0.297668 -0.301128
33 -0.297668-0.312685 -0.283951
33.1 -0.312685-0.326845 -0.26615
33.2 -0.326845-0.340117 -0.247772
33.3 -0.340117-0.352472 -0.228867
33.4 -0.352472-0.363885 -0.209484
33.5 -0.363885-0.37433 -0.189675
33.6 -0.37433-0.383788 -0.16949
33.7 -0.383788-0.392239 -0.148983
33.8 -0.392239-0.399667 -0.128206
33.9 -0.399667-0.406059 -0.107212
34 -0.406059-0.411403 -0.0860549
34.1 -0.411403-0.415693 -0.0647886
34.2 -0.415693-0.418921 -0.0434666
34.3 -0.418921-0.421087 -0.0221425
34.4 -0.421087-0.422188 -0.000869783
34.5 -0.422188-0.422229 0.0202988
34.6 -0.422229-0.421214 0.0413108
34.7 -0.421214-0.419151 0.0621144
34.8 -0.419151-0.41605 0.0826588
34.9 -0.41605-0.411925 0.102894
35 -0.411925-0.406791 0.12277
35.1 -0.406791-0.400665 0.142241
35.2 -0.400665-0.393569 0.161258
35.3 -0.393569-0.385523 0.179777
35.4 -0.385523-0.376555 0.197754
35.5 -0.376555-0.366689 0.215147
35.6 -0.366689-0.355957 0.231915
35.7 -0.355957-0.344388 0.248019
35.8 -0.344388-0.332016 0.263423
35.9 -0.332016-0.318876 0.278091
36 -0.318876-0.305004 0.291991
36.1 -0.305004-0.290439 0.305091
36.2 -0.290439-0.275221 0.317363
36.3 -0.275221-0.259391 0.32878
36.4 -0.259391-0.242991 0.339318
36.5 -0.242991-0.226066 0.348955
36.6 -0.226066-0.208661 0.357671
36.7 -0.208661-0.190821 0.36545
36.8 -0.190821-0.172593 0.372276
36.9 -0.172593-0.154025 0.378138
37 -0.154025-0.135164 0.383025
37.1 -0.135164-0.11606 0.386929
37.2 -0.11606-0.0967616 0.389847
37.3 -0.0967616-0.0773175 0.391776
37.4 -0.0773175-0.0577773 0.392716
37.5 -0.0577773-0.0381903 0.392669
37.6 -0.0381903-0.0186059 0.391641
37.7 -0.01860590.00092722 0.389638
37.8 0.000927220.0203603 0.386672
37.9 0.02036030.0396453 0.382754
38 0.03964530.0587348 0.377898
38.1 0.05873480.077582 0.372123
38.2 0.0775820.096141 0.365445
38.3 0.0961410.114367 0.357888
38.4 0.1143670.132216 0.349473
38.5 0.1322160.149645 0.340227
38.6 0.1496450.166612 0.330176
38.7 0.1666120.183079 0.319351
38.8 0.1830790.199005 0.307781
38.9 0.1990050.214354 0.295499
39 0.2143540.229091 0.282541
39.1 0.2290910.243181 0.26894
39.2 0.2431810.256593 0.254735
39.3 0.2565930.269296 0.239965
39.4 0.2692960.281263 0.224668
39.5 0.2812630.292466 0.208886
39.6 0.2924660.302883 0.192661
39.7 0.3028830.31249 0.176036
39.8 0.312490.321267 0.159053
39.9 0.3212670.329198 0.141758
40 0.3291980.336266 0.124194
40.1 0.3362660.342458 0.106409
40.2 0.3424580.347763 0.0884455
40.3 0.3477630.352172 0.0703512
40.4 0.3521720.355679 0.0521715
40.5 0.3556790.358278 0.0339523
40.6 0.3582780.35997 0.0157392
40.7 0.359970.360752 -0.00242208
40.8 0.3607520.360629 -0.0204865
40.9 0.3606290.359605 -0.0384094
41 0.3596050.357687 -0.0561467
41.1 0.3576870.354885 -0.0736549
41.2 0.3548850.351209 -0.0908915
41.3 0.3512090.346674 -0.107815
41.4 0.3466740.341294 -0.124384
41.5 0.3412940.335089 -0.140559
41.6 0.3350890.328076 -0.156302
41.7 0.3280760.320279 -0.171575
41.8 0.3202790.311719 -0.186343
41.9 0.3117190.302424 -0.200572
42 0.3024240.292418 -0.214227
42.1 0.2924180.281732 -0.227279
42.2 0.2817320.270395 -0.239698
42.3 0.2703950.258438 -0.251455
42.4 0.2584380.245895 -0.262525
42.5 0.2458950.2328 -0.272883
42.6 0.23280.219189 -0.282507
42.7 0.2191890.205098 -0.291377
42.8 0.2050980.190564 -0.299474
42.9 0.1905640.175627 -0.306782
43 0.1756270.160325 -0.313286
43.1 0.1603250.144699 -0.318975
43.2 0.1446990.128789 -0.323837
43.3 0.1287890.112637 -0.327866
43.4 0.1126370.0962841 -0.331055
43.5 0.09628410.0797722 -0.3334
43.6 0.07977220.0631435 -0.3349
43.7 0.06314350.04644 -0.335556
43.8 0.046440.029704 -0.335369
43.9 0.0297040.0129774 -0.334345
44 0.0129774-0.00369806 -0.33249
44.1 -0.00369806-0.0202809 -0.329813
44.2 -0.0202809-0.03673 -0.326325
44.3 -0.03673-0.0530052 -0.322038
44.4 -0.0530052-0.0690664 -0.316968
44.5 -0.0690664-0.0848746 -0.311131
44.6 -0.0848746-0.100392 -0.304545
44.7 -0.100392-0.11558 -0.297231
44.8 -0.11558-0.130404 -0.28921
44.9 -0.130404-0.144827 -0.280506
45 -0.144827-0.158816 -0.271145
45.1 -0.158816-0.172339 -0.261152
45.2 -0.172339-0.185362 -0.250557
45.3 -0.185362-0.197858 -0.239388
45.4 -0.197858-0.209796 -0.227677
45.5 -0.209796-0.22115 -0.215455
45.6 -0.22115-0.231894 -0.202755
45.7 -0.231894-0.242005 -0.189612
45.8 -0.242005-0.25146 -0.176061
45.9 -0.25146-0.26024 -0.162137
46 -0.26024-0.268325 -0.147877
46.1 -0.268325-0.275698 -0.13332
46.2 -0.275698-0.282346 -0.118501
46.3 -0.282346-0.288254 -0.103461
46.4 -0.288254-0.293413 -0.0882367
46.5 -0.293413-0.297812 -0.0728682
46.6 -0.297812-0.301444 -0.0573945
46.7 -0.301444-0.304305 -0.0418546
46.8 -0.304305-0.30639 -0.0262878
46.9 -0.30639-0.307699 -0.010733
47 -0.307699-0.308233 0.00477072
47.1 -0.308233-0.307993 0.020185
47.2 -0.307993-0.306984 0.0354718
47.3 -0.306984-0.305213 0.0505935
47.4 -0.305213-0.302688 0.0655131
47.5 -0.302688-0.299419 0.0801943
47.6 -0.299419-0.295417 0.0946016
47.7 -0.295417-0.290697 0.1087
47.8 -0.290697-0.285274 0.122457
47.9 -0.285274-0.279164 0.135838
48 -0.279164-0.272388 0.148814
48.1 -0.272388-0.264964 0.161352
48.2 -0.264964-0.256915 0.173424
48.3 -0.256915-0.248264 0.185002
48.4 -0.248264-0.239036 0.19606
48.5 -0.239036-0.229256 0.206572
48.6 -0.229256-0.218951 0.216516
48.7 -0.218951-0.208151 0.225868
48.8 -0.208151-0.196885 0.234609
48.9 -0.196885-0.185183 0.24272
49 -0.185183-0.173076 0.250183
49.1 -0.173076-0.160597 0.256984
49.2 -0.160597-0.147779 0.263108
49.3 -0.147779-0.134656 0.268543
49.4 -0.134656-0.121261 0.273281
49.5 -0.121261-0.107631 0.277311
49.6 -0.107631-0.0937994 0.280628
49.7 -0.0937994-0.0798026 0.283226
49.8 -0.0798026-0.0656763 0.285104
49.9 -0.0656763-0.0514564 0.28626
50 -0.0514564-0.037179 0.286694
50.1 -0.037179-0.02288 0.286409
50.2 -0.02288-0.0085953 0.285409
50.3 -0.00859530.00563946 0.283701
50.4 0.005639460.0197889 0.281293
50.5 0.01978890.0338182 0.278193
50.6 0.03381820.0476928 0.274413
50.7 0.04769280.0613788 0.269966
50.8 0.06137880.0748429 0.264867
50.9 0.07484290.0880525 0.25913
51 0.08805250.100976 0.252775
51.1 0.1009760.113582 0.245819
51.2 0.1135820.125842 0.238284
51.3 0.1258420.137725 0.23019
51.4 0.1377250.149205 0.221562
51.5 0.1492050.160255 0.212423
51.6 0.1602550.170848 0.202798
51.7 0.1708480.180962 0.192715
51.8 0.1809620.190572 0.1822
51.9 0.1905720.199658 0.171282
52 0.1996580.208199 0.159991
52.1 0.2081990.216178 0.148356
52.2 0.2161780.223575 0.136408
52.3 0.2235750.230377 0.12418
52.4 0.2303770.236569 0.111701
52.5 0.2365690.242139 0.0990064
52.6 0.2421390.247075 0.0861274
52.7 0.2470750.251369 0.0730974
52.8 0.2513690.255013 0.0599498
52.9 0.2550130.258002 0.0467181
53 0.2580020.26033 0.0334357
53.1 0.260330.261996 0.0201362
53.2 0.2619960.262999 0.0068528
53.3 0.2629990.263339 -0.00638129
53.4 0.2633390.263019 -0.0195333
53.5 0.2630190.262043 -0.0325706
53.6 0.2620430.260417 -0.0454614
53.7 0.2604170.258148 -0.058174
53.8 0.2581480.255245 -0.0706777
53.9 0.2552450.251719 -0.0829421
54 0.2517190.24758 -0.0949379
54.1 0.247580.242844 -0.106636
54.2 0.2428440.237524 -0.11801
54.3 0.2375240.231637 -0.129031
54.4 0.2316370.2252 -0.139675
54.5 0.22520.218232 -0.149916
54.6 0.2182320.210754 -0.159732
54.7 0.2107540.202786 -0.169099
54.8 0.2027860.194351 -0.177996
54.9 0.1943510.185472 -0.186404
55 0.1854720.176174 -0.194304
55.1 0.1761740.166482 -0.201678
55.2 0.1664820.156422 -0.208512
55.3 0.1564220.146022 -0.21479
55.4 0.1460220.135308 -0.2205
55.5 0.1353080.12431 -0.22563
55.6 0.124310.113056 -0.23017
55.7 0.1130560.101576 -0.234112
55.8 0.1015760.0898989 -0.237449
55.9 0.08989890.0780557 -0.240176
56 0.07805570.0660765 -0.242289
56.1 0.06607650.053992 -0.243785
56.2 0.0539920.041833 -0.244664
56.3 0.0418330.0296301 -0.244928
56.4 0.02963010.0174143 -0.244578
56.5 0.01741430.00521592 -0.243618
56.6 0.00521592-0.00693447 -0.242054
56.7 -0.00693447-0.0190068 -0.239892
56.8 -0.0190068-0.0309712 -0.237142
56.9 -0.0309712-0.0427984 -0.233812
57 -0.0427984-0.0544594 -0.229915
57.1 -0.0544594-0.065926 -0.225462
57.2 -0.065926-0.0771704 -0.220468
57.3 -0.0771704-0.0881657 -0.214948
57.4 -0.0881657-0.0988856 -0.208918
57.5 -0.0988856-0.109305 -0.202396
57.6 -0.109305-0.119398 -0.1954
57.7 -0.119398-0.129143 -0.187951
57.8 -0.129143-0.138516 -0.180069
57.9 -0.138516-0.147496 -0.171777
58 -0.147496-0.156063 -0.163096
58.1 -0.156063-0.164196 -0.154051
58.2 -0.164196-0.171878 -0.144667
58.3 -0.171878-0.179093 -0.134967
58.4 -0.179093-0.185823 -0.124979
58.5 -0.185823-0.192055 -0.114728
58.6 -0.192055-0.197776 -0.104242
58.7 -0.197776-0.202974 -0.093547
58.8 -0.202974-0.207638 -0.082672
58.9 -0.207638-0.21176 -0.0716447
59 -0.21176-0.215332 -0.0604934
59.1 -0.215332-0.218348 -0.0492466
59.2 -0.218348-0.220802 -0.037933
59.3 -0.220802-0.222693 -0.0265811
59.4 -0.222693-0.224017 -0.0152195
59.5 -0.224017-0.224775 -0.00387663
59.6 -0.224775-0.224967 0.00741919
59.7 -0.224967-0.224595 0.01864
59.8 -0.224595-0.223664 0.0297581
59.9 -0.223664-0.222179 0.0407462
60 -0.222179-0.220145 0.0515775
60.1 -0.220145-0.217571 0.0622257
60.2 -0.217571-0.214467 0.0726651
60.3 -0.214467-0.210841 0.0828706
60.4 -0.210841-0.206707 0.0928179
60.5 -0.206707-0.202076 0.102483
60.6 -0.202076-0.196963 0.111844
60.7 -0.196963-0.191384 0.120879
60.8 -0.191384-0.185354 0.129566
60.9 -0.185354-0.178891 0.137886
61 -0.178891-0.172013 0.14582
61.1 -0.172013-0.164739 0.153349
61.2 -0.164739-0.157089 0.160457
61.3 -0.157089-0.149086 0.167129
61.4 -0.149086-0.140749 0.173349
61.5 -0.140749-0.132103 0.179105
61.6 -0.132103-0.123169 0.184385
61.7 -0.123169-0.113972 0.189177
61.8 -0.113972-0.104536 0.193472
61.9 -0.104536-0.0948862 0.197262
62 -0.0948862-0.0850472 0.20054
62.1 -0.0850472-0.0750448 0.2033
62.2 -0.0750448-0.0649048 0.205538
62.3 -0.0649048-0.0546533 0.207251
62.4 -0.0546533-0.0443163 0.208438
62.5 -0.0443163-0.0339203 0.209097
62.6 -0.0339203-0.0234914 0.209231
62.7 -0.0234914-0.0130559 0.20884
62.8 -0.0130559-0.00264002 0.20793
62.9 -0.002640020.00773042 0.206504
63 0.007730420.0180297 0.204569
63.1 0.01802970.0282324 0.202132
63.2 0.02823240.0383135 0.199202
63.3 0.03831350.0482484 0.195789
63.4 0.04824840.058013 0.191903
63.5 0.0580130.0675837 0.187557
63.6 0.06758370.0769377 0.182764
63.7 0.07693770.0860525 0.177538
63.8 0.08605250.0949066 0.171894
63.9 0.09490660.103479 0.165849
64 0.1034790.11175 0.159419
64.1 0.111750.119701 0.152623
64.2 0.1197010.127312 0.14548
64.3 0.1273120.134567 0.138008
64.4 0.1345670.141449 0.130229
64.5 0.1414490.147943 0.122163
64.6 0.1479430.154035 0.113832
64.7 0.1540350.159712 0.105258
64.8 0.1597120.16496 0.0964634
64.9 0.164960.16977 0.0874719
65 0.169770.174132 0.0783068
65.1 0.1741320.178036 0.0689917
65.2 0.1780360.181476 0.0595506
65.3 0.1814760.184445 0.0500079
65.4 0.1844450.186938 0.040388
65.5 0.1869380.188951 0.0307151
65.6 0.1889510.190482 0.0210138
65.7 0.1904820.191529 0.0113085
65.8 0.1915290.192092 0.00162342
65.9 0.1920920.192171 -0.00801727
66 0.1921710.19177 -0.0175897
66.1 0.191770.190892 -0.0270703
66.2 0.1908920.18954 -0.0364359
66.3 0.189540.187722 -0.0456635
66.4 0.1877220.185443 -0.0547308
66.5 0.1854430.182713 -0.063616
66.6 0.1827130.179539 -0.0722976
66.7 0.1795390.175932 -0.0807552
66.8 0.1759320.171903 -0.0889685
66.9 0.1719030.167465 -0.0969184
67 0.1674650.16263 -0.104586
67.1 0.162630.157413 -0.111954
67.2 0.1574130.151828 -0.119006
67.3 0.1518280.145892 -0.125724
67.4 0.1458920.13962 -0.132095
67.5 0.139620.133031 -0.138103
67.6 0.1330310.126142 -0.143736
67.7 0.1261420.118973 -0.148982
67.8 0.1189730.111542 -0.153829
67.9 0.1115420.103869 -0.158267
68 0.1038690.0959745 -0.162288
68.1 0.09597450.0878799 -0.165882
68.2 0.08787990.079606 -0.169044
68.3 0.0796060.0711745 -0.171768
68.4 0.07117450.0626072 -0.174048
68.5 0.06260720.0539262 -0.175882
68.6 0.05392620.0451538 -0.177267
68.7 0.04515380.0363124 -0.178202
68.8 0.03631240.0274244 -0.178687
68.9 0.02742440.0185122 -0.178722
69 0.01851220.00959841 -0.178311
69.1 0.009598410.000705144 -0.177456
69.2 0.000705144-0.00814542 -0.176161
69.3 -0.00814542-0.0169314 -0.174433
69.4 -0.0169314-0.025631 -0.172277
69.5 -0.025631-0.0342232 -0.169701
69.6 -0.0342232-0.0426867 -0.166714
69.7 -0.0426867-0.0510013 -0.163325
69.8 -0.0510013-0.0591468 -0.159545
69.9 -0.0591468-0.0671037 -0.155385
70 -0.0671037-0.074853 -0.150857
70.1 -0.074853-0.0823765 -0.145974
70.2 -0.0823765-0.0896564 -0.140751
70.3 -0.0896564-0.0966757 -0.135203
70.4 -0.0966757-0.103418 -0.129344
70.5 -0.103418-0.109869 -0.12319
70.6 -0.109869-0.116012 -0.11676
70.7 -0.116012-0.121835 -0.11007
70.8 -0.121835-0.127324 -0.103138
