Wähle das Verfahren (1) exp. Euler, (2) Runge-Kutter, (3) leap-frog:
0 0 1
Verfahren: exp. Euler
30.5  -0.165173 0.158033
30.6  -0.149511 0.171569
30.7  -0.13251 0.183254
30.8  -0.114355 0.19299
30.9  -0.0952377 0.200698
31  -0.0753591 0.206322
31.1  -0.0549257 0.209827
31.2  -0.0341473 0.211198
31.3  -0.0132353 0.210444
31.4  0.00759994 0.207593
31.5  0.0281508 0.202694
31.6  0.0482147 0.195817
31.7  0.0675958 0.187051
31.8  0.0861071 0.176503
31.9  0.103572 0.164294
32  0.119827 0.150565
32.1  0.134721 0.135467
32.2  0.148119 0.119166
32.3  0.159901 0.101836
32.4  0.169967 0.0836612
32.5  0.178233 0.0648314
32.6  0.184633 0.0455415
32.7  0.189123 0.0259891
32.8  0.191677 0.00637237
32.9  0.192289 -0.0131119
33  0.190972 -0.0322703
33.1  0.187758 -0.0509143
33.2  0.182699 -0.0688628
33.3  0.175863 -0.0859432
33.4  0.167337 -0.101993
33.5  0.157223 -0.116863
33.6  0.145638 -0.130415
33.7  0.132712 -0.142528
33.8  0.118588 -0.153094
33.9  0.10342 -0.162024
34  0.0873696 -0.169244
34.1  0.0706056 -0.1747
34.2  0.0533033 -0.178354
34.3  0.035641 -0.180187
34.4  0.0177989 -0.180201
34.5  -4.28027e-05 -0.178413
34.6  -0.0177056 -0.174858
34.7  -0.0350148 -0.16959
34.8  -0.0518007 -0.162679
34.9  -0.0679008 -0.15421
35  -0.0831608 -0.144284
35.1  -0.0974366 -0.133015
35.2  -0.110595 -0.120528
35.3  -0.122517 -0.10696
35.4  -0.133093 -0.0924586
35.5  -0.142233 -0.0771776
35.6  -0.14986 -0.0612776
35.7  -0.155911 -0.0449238
35.8  -0.160343 -0.0282844
35.9  -0.163127 -0.0115284
36  -0.164252 0.00517519
36.1  -0.163723 0.02166
36.2  -0.161563 0.0377634
36.3  -0.157808 0.0533282
36.4  -0.152513 0.068204
36.5  -0.145745 0.082249
36.6  -0.137588 0.095331
36.7  -0.128137 0.107329
36.8  -0.117498 0.118134
36.9  -0.105791 0.127649
37  -0.0931434 0.135793
37.1  -0.0796906 0.142497
37.2  -0.0655754 0.147709
37.3  -0.0509457 0.151392
37.4  -0.0359528 0.153524
37.5  -0.0207502 0.1541
37.6  -0.00549225 0.153129
37.7  0.00966808 0.150637
37.8  0.0245801 0.146662
37.9  0.0390973 0.141262
38  0.0530782 0.134502
38.1  0.0663886 0.126465
38.2  0.078902 0.117244
38.3  0.0905013 0.106942
38.4  0.10108 0.0956745
38.5  0.110541 0.0835625
38.6  0.118803 0.0707361
38.7  0.125794 0.0573305
38.8  0.131457 0.0434857
38.9  0.135749 0.0293445
39  0.13864 0.0150513
39.1  0.140117 0.000750474
39.2  0.140177 -0.0134148
39.3  0.138835 -0.0273044
39.4  0.136118 -0.0407819
39.5  0.132067 -0.0537169
39.6  0.126736 -0.0659854
39.7  0.12019 -0.0774713
39.8  0.112509 -0.0880676
39.9  0.103779 -0.0976774
40  0.0940983 -0.106214
40.1  0.0835737 -0.113604
40.2  0.0723186 -0.119783
40.3  0.0604529 -0.124703
40.4  0.0481013 -0.128326
40.5  0.0353922 -0.13063
40.6  0.0224562 -0.131605
40.7  0.00942508 -0.131254
40.8  -0.00357 -0.129594
40.9  -0.0163994 -0.126654
41  -0.0289366 -0.122478
41.1  -0.041059 -0.117118
41.2  -0.0526496 -0.110641
41.3  -0.0635978 -0.103122
41.4  -0.0738005 -0.0946473
41.5  -0.0831632 -0.0853107
41.6  -0.0916006 -0.0752143
41.7  -0.0990377 -0.0644668
41.8  -0.10541 -0.0531821
41.9  -0.110664 -0.0414784
42  -0.11476 -0.029477
42.1  -0.117667 -0.0173008
42.2  -0.119368 -0.00507339
42.3  -0.119858 0.0070825
42.4  -0.119145 0.019046
42.5  -0.117247 0.0306994
42.6  -0.114196 0.0419293
42.7  -0.110034 0.0526276
42.8  -0.104813 0.0626926
42.9  -0.0985957 0.0720301
43  -0.0914548 0.0805539
43.1  -0.0834709 0.0881869
43.2  -0.074732 0.0948617
43.3  -0.0653332 0.100521
43.4  -0.0553751 0.105119
43.5  -0.0449628 0.108619
43.6  -0.034205 0.110998
43.7  -0.0232128 0.112244
43.8  -0.0120983 0.112355
43.9  -0.000973976 0.111341
44  0.0100488 0.109223
44.1  0.0208609 0.106035
44.2  0.0313563 0.101818
44.3  0.0414331 0.0966252
44.4  0.0509949 0.090518
44.5  0.0599511 0.0835667
44.6  0.0682182 0.0758493
44.7  0.0757204 0.0674505
44.8  0.0823905 0.0584612
44.9  0.0881699 0.0489772
45  0.0930098 0.0390983
45.1  0.0968712 0.0289272
45.2  0.0997253 0.0185685
45.3  0.101554 0.00812775
45.4  0.102348 -0.00228989
45.5  0.102111 -0.0125805
45.6  0.100856 -0.0226423
45.7  0.0986039 -0.0323771
45.8  0.0953887 -0.0416908
45.9  0.0912517 -0.0504945
46  0.0862437 -0.0587052
46.1  0.0804232 -0.0662467
46.2  0.0738568 -0.0730503
46.3  0.0666174 -0.0790554
46.4  0.0587842 -0.0842099
46.5  0.0504416 -0.0884707
46.6  0.0416779 -0.0918043
46.7  0.0325851 -0.0941864
46.8  0.0232574 -0.0956029
46.9  0.0137904 -0.0960492
47  0.00428017 -0.0955305
47.1  -0.00517777 -0.0940617
47.2  -0.0144894 -0.0916669
47.3  -0.0235629 -0.0883795
47.4  -0.0323101 -0.0842411
47.5  -0.0406468 -0.0793017
47.6  -0.0484936 -0.0736187
47.7  -0.055777 -0.0672563
47.8  -0.0624298 -0.060285
47.9  -0.0683918 -0.0527805
48  -0.0736102 -0.0448233
48.1  -0.0780403 -0.0364974
48.2  -0.0816458 -0.0278898
48.3  -0.0843987 -0.0190894
48.4  -0.0862801 -0.0101861
48.5  -0.0872799 -0.00126999
48.6  -0.0873969 0.00756968
48.7  -0.0866388 0.0162453
48.8  -0.0850218 0.0246716
48.9  -0.0825709 0.032767
49  -0.0793187 0.0404538
49.1  -0.0753058 0.0476591
49.2  -0.07058 0.0543159
49.3  -0.0651957 0.0603629
49.4  -0.0592132 0.0657457
49.5  -0.0526985 0.0704174
49.6  -0.0457219 0.0743381
49.7  -0.0383579 0.0774762
49.8  -0.0306839 0.0798082
49.9  -0.0227798 0.0813188
50  -0.014727 0.0820011
50.1  -0.0066074 0.0818565
50.2  0.00149706 0.0808948
50.3  0.0095055 0.0791338
50.4  0.0173388 0.0765991
50.5  0.0249204 0.0733238
50.6  0.0321769 0.0693479
50.7  0.0390392 0.0647183
50.8  0.0454424 0.0594879
50.9  0.0513271 0.0537148
51  0.0566398 0.0474624
51.1  0.0613329 0.0407978
51.2  0.0653657 0.033792
51.3  0.0687046 0.0265182
51.4  0.071323 0.019052
51.5  0.073202 0.01147
51.6  0.0743303 0.00384904
51.7  0.0747039 -0.00373417
51.8  0.0743267 -0.0112042
51.9  0.0732101 -0.0184875
52  0.0713725 -0.0255131
52.1  0.0688396 -0.0322133
52.2  0.0656436 -0.0385243
52.3  0.0618231 -0.044387
52.4  0.0574226 -0.0497473
52.5  0.0524919 -0.0545564
52.6  0.0470855 -0.0587719
52.7  0.0412624 -0.0623575
52.8  0.0350849 -0.0652837
52.9  0.0286183 -0.0675277
53  0.0219302 -0.0690741
53.1  0.0150897 -0.0699143
53.2  0.00816665 -0.0700469
53.3  0.00123119 -0.0694777
53.4  -0.00564723 -0.0682194
53.5  -0.0124004 -0.0662915
53.6  -0.018962 -0.06372
53.7  -0.0252684 -0.060537
53.8  -0.031259 -0.0567805
53.9  -0.0368772 -0.0524937
54  -0.0420704 -0.0477248
54.1  -0.0467909 -0.0425264
54.2  -0.0509963 -0.0369547
54.3  -0.0546498 -0.0310692
54.4  -0.0577202 -0.0249319
54.5  -0.0601826 -0.0186066
54.6  -0.0620187 -0.0121584
54.7  -0.0632162 -0.00565323
54.8  -0.0637695 0.000843468
54.9  -0.0636796 0.00726677
55  -0.0629538 0.0135532
55.1  -0.0616058 0.0196412
55.2  -0.0596552 0.0254719
55.3  -0.0571275 0.0309896
55.4  -0.0540538 0.0361422
55.5  -0.0504703 0.0408818
55.6  -0.046418 0.0451653
55.7  -0.041942 0.0489542
55.8  -0.0370913 0.0522158
55.9  -0.0319182 0.0549225
56  -0.0264777 0.057053
56.1  -0.0208268 0.0585916
56.2  -0.0150242 0.0595289
56.3  -0.00912929 0.0598616
56.4  -0.00320208 0.0595923
56.5  0.00269788 0.0587298
56.6  0.00851187 0.0572886
56.7  0.0141826 0.055289
56.8  0.0196548 0.0527564
56.9  0.0248757 0.0497216
57  0.0297957 0.04622
57.1  0.0343685 0.0422911
57.2  0.0385518 0.0379787
57.3  0.0423079 0.0333296
57.4  0.0456033 0.0283936
57.5  0.0484097 0.0232231
57.6  0.0507039 0.0178721
57.7  0.0524682 0.0123958
57.8  0.0536901 0.0068504
57.9  0.054363 0.00129191
58  0.0544854 -0.00422392
58.1  0.0540618 -0.00964234
58.2  0.0531018 -0.0149102
58.3  0.0516204 -0.0199762
58.4  0.0496376 -0.0247918
58.5  0.0471782 -0.0293114
58.6  0.0442717 -0.0334926
58.7  0.0409515 -0.0372971
58.8  0.037255 -0.0406906
58.9  0.0332229 -0.0436432
59  0.0288989 -0.0461299
59.1  0.0243291 -0.0481304
59.2  0.0195618 -0.0496296
59.3  0.0146465 -0.0506175
59.4  0.00963392 -0.0510894
59.5  0.0045751 -0.0510456
59.6  -0.000478872 -0.0504919
59.7  -0.00547752 -0.0494387
59.8  -0.0103714 -0.0479017
59.9  -0.0151126 -0.0459011
60  -0.0196553 -0.0434614
60.1  -0.023956 -0.0406115
60.2  -0.0279742 -0.037384
60.3  -0.0316724 -0.033815
60.4  -0.0350169 -0.0299435
60.5  -0.0379778 -0.0258112
60.6  -0.0405293 -0.0214622
60.7  -0.04265 -0.0169421
60.8  -0.044323 -0.0122977
60.9  -0.0455361 -0.00757677
61  -0.0462816 -0.0028273
61.1  -0.0465569 0.00190294
61.2  -0.0463639 0.00656686
61.3  -0.0457091 0.0111185
61.4  -0.0446038 0.0155134
61.5  -0.0430635 0.0197092
61.6  -0.041108 0.023666
61.7  -0.038761 0.0273465
61.8  -0.0360498 0.0307168
61.9  -0.0330052 0.0337462
62  -0.029661 0.0364078
62.1  -0.0260537 0.0386788
62.2  -0.0222219 0.0405402
62.3  -0.0182062 0.0419777
62.4  -0.0140486 0.042981
62.5  -0.00979206 0.0435444
62.6  -0.00548019 0.0436668
62.7  -0.00115663 0.0433513
62.8  0.00313526 0.0426054
62.9  0.00735288 0.0414409
63  0.0114548 0.0398737
63.1  0.0154011 0.0379233
63.2  0.019154 0.0356133
63.3  0.0226778 0.0329702
63.4  0.0259396 0.0300239
63.5  0.0289094 0.0268068
63.6  0.0315604 0.0233538
63.7  0.0338692 0.0197018
63.8  0.0358163 0.0158892
63.9  0.0373858 0.011956
64  0.0385657 0.00794244
64.1  0.0393481 0.00388964
64.2  0.0397292 -0.00016153
64.3  0.0397093 -0.00417057
64.4  0.0392924 -0.00809782
64.5  0.0384868 -0.0119048
64.6  0.0373044 -0.0155547
64.7  0.0357607 -0.0190125
64.8  0.0338749 -0.0222457
64.9  0.0316692 -0.025224
65  0.0291689 -0.0279203
65.1  0.0264018 -0.0303105
65.2  0.0233985 -0.0323736
65.3  0.0201911 -0.0340924
65.4  0.016814 -0.035453
65.5  0.0133024 -0.0364456
65.6  0.00969301 -0.0370637
65.7  0.00602273 -0.0373051
65.8  0.00232893 -0.0371709
65.9  -0.00135123 -0.0366664
66  -0.00498107 -0.0358003
66.1  -0.0085248 -0.0345848
66.2  -0.0119478 -0.0330357
66.3  -0.0152172 -0.0311716
66.4  -0.0183017 -0.0290145
66.5  -0.0211723 -0.0265889
66.6  -0.0238024 -0.0239216
66.7  -0.0261683 -0.0210417
66.8  -0.0282488 -0.0179803
66.9  -0.030026 -0.0147696
67  -0.0314852 -0.0114434
67.1  -0.032615 -0.00803594
67.2  -0.0334073 -0.00458224
67.3  -0.0338576 -0.00111726
67.4  -0.0339648 0.00232425
67.5  -0.0337313 0.0057081
67.6  -0.0331628 0.00900103
67.7  -0.0322684 0.012171
67.8  -0.0310602 0.0151876
67.9  -0.0295536 0.0180221
68  -0.0277664 0.0206481
68.1  -0.0257195 0.0230414
68.2  -0.0234358 0.0251802
68.3  -0.0209406 0.0270459
68.4  -0.018261 0.0286225
68.5  -0.0154255 0.0298971
68.6  -0.0124642 0.03086
68.7  -0.00940778 0.0315046
68.8  -0.00628788 0.0318278
68.9  -0.0031363 0.0318294
69  1.51207e-05 0.0315127
69.1  0.00313488 0.0308841
69.2  0.00619209 0.0299529
69.3  0.00915681 0.0287315
69.4  0.0120003 0.027235
69.5  0.0146954 0.0254811
69.6  0.0172165 0.02349
69.7  0.0195403 0.0212838
69.8  0.0216455 0.0188869
69.9  0.0235131 0.0163251
70  0.0251269 0.0136256
70.1  0.0264734 0.0108169
70.2  0.0275416 0.00792808
70.3  0.0283237 0.00498889
70.4  0.0288148 0.0020292
70.5  0.0290128 -0.000921186
70.6  0.0289187 -0.00383286
70.7  0.0285363 -0.00667708
70.8  0.0278725 -0.00942609
70.9  0.0269365 -0.0120534
71  0.0257405 -0.0145338
71.1  0.0242991 -0.0168441
71.2  0.0226291 -0.0189629
71.3  0.0207495 -0.0208708
71.4  0.0186812 -0.022551
71.5  0.0164468 -0.0239889
71.6  0.0140703 -0.0251724
71.7  0.0115768 -0.0260925
71.8  0.00899247 -0.0267424
71.9  0.00634408 -0.0271183
72  0.00365873 -0.0272194
72.1  0.000963646 -0.0270472
72.2  -0.00171412 -0.0266063
72.3  -0.00434797 -0.0259037
72.4  -0.00691201 -0.0249491
72.5  -0.00938128 -0.0237546
72.6  -0.011732 -0.0223345
72.7  -0.013942 -0.0207052
72.8  -0.0159904 -0.0188851
72.9  -0.0178584 -0.0168945
73  -0.0195292 -0.0147547
73.1  -0.020988 -0.0124889
73.2  -0.0222223 -0.0101208
73.3  -0.023222 -0.00767514
73.4  -0.0239795 -0.00517721
73.5  -0.0244897 -0.00265249
73.6  -0.0247498 -0.000126498
73.7  -0.0247599 0.0023755
73.8  -0.0245222 0.00482873
73.9  -0.0240417 0.00720913
74  -0.0233256 0.00949364
74.1  -0.0223834 0.0116604
74.2  -0.0212268 0.0136888
74.3  -0.0198695 0.0155601
74.4  -0.018327 0.0172571
74.5  -0.0166167 0.0187645
74.6  -0.0147574 0.0200692
74.7  -0.0127691 0.0211602
74.8  -0.0106729 0.0220287
74.9  -0.00849102 0.0226681
75  -0.00624603 0.0230746
75.1  -0.00396102 0.0232462
75.2  -0.00165926 0.0231836
75.3  0.000636086 0.0228898
75.4  0.00290211 0.0223701
75.5  0.00511646 0.0216318
75.6  0.00725749 0.0206846
75.7  0.00930455 0.0195401
75.8  0.0112381 0.0182116
75.9  0.0130399 0.0167142
76  0.0146933 0.0150647
76.1  0.0161832 0.013281
76.2  0.0174964 0.0113824
76.3  0.0186216 0.00938892
76.4  0.0195492 0.00732149
76.5  0.0202721 0.00520152
76.6  0.020785 0.00305073
76.7  0.0210849 0.000890945
76.8  0.021171 -0.00125615
76.9  0.0210445 -0.00336922
77  0.0207089 -0.00542746
77.1  0.0201695 -0.00741084
77.2  0.0194338 -0.00930028
77.3  0.0185111 -0.0110778
77.4  0.0174126 -0.0127268
77.5  0.0161509 -0.0142321
77.6  0.0147403 -0.0155799
77.7  0.0131964 -0.0167585
77.8  0.011536 -0.0177577
77.9  0.00977684 -0.0185694
78  0.00793749 -0.0191872
78.1  0.00603717 -0.019607
78.2  0.00409547 -0.0198265
78.3  0.00213224 -0.0198455
78.4  0.000167322 -0.0196659
78.5  -0.00177962 -0.0192915
78.6  -0.0036893 -0.0187279
78.7  -0.00554299 -0.0179826
78.8  -0.00732272 -0.017065
78.9  -0.00901141 -0.0159858
79  -0.0105931 -0.0147577
79.1  -0.0120531 -0.0133942
79.2  -0.0133779 -0.0119104
79.3  -0.0145557 -0.0103224
79.4  -0.0155761 -0.00864696
79.5  -0.0164306 -0.00690186
79.6  -0.0171123 -0.00510518
79.7  -0.017616 -0.00327542
79.8  -0.0179385 -0.0014312
79.9  -0.0180784 0.000408885
80  -0.0180361 0.00222648
80.1  -0.0178139 0.00400364
80.2  -0.0174157 0.00572299
80.3  -0.0168474 0.00736791
80.4  -0.0161163 0.00892271
80.5  -0.0152313 0.0103727
80.6  -0.0142029 0.0117045
80.7  -0.0130427 0.012906
80.8  -0.0117637 0.0139663
80.9  -0.0103799 0.0148764
81  -0.0089061 0.0156286
81.1  -0.00735797 0.016217
81.2  -0.00575175 0.0166374
81.3  -0.00410407 0.0168872
81.4  -0.00243183 0.0169656
81.5  -0.000751989 0.0168736
81.6  0.000918571 0.0166137
81.7  0.00256324 0.0161904
81.8  0.00416583 0.0156093
81.9  0.00571073 0.014878
82  0.00718308 0.0140052
82.1  0.00856888 0.0130011
82.2  0.00985513 0.011877
82.3  0.01103 0.0106453
82.4  0.0120827 0.00931959
82.5  0.0130042 0.00791389
82.6  0.0137864 0.00644311
82.7  0.0144228 0.00492261
82.8  0.0149087 0.00336809
82.9  0.0152407 0.00179543
83  0.0154169 0.000220544
83.1  0.0154372 -0.0013408
83.2  0.0153029 -0.00287312
83.3  0.015017 -0.00436139
83.4  0.0145837 -0.00579116
83.5  0.0140089 -0.00714872
83.6  0.0132998 -0.00842122
83.7  0.0124647 -0.00959678
83.8  0.0115134 -0.0106646
83.9  0.0104565 -0.0116151
84  0.00930552 -0.01244
84.1  0.00807303 -0.0131322
84.2  0.00677213 -0.0136862
84.3  0.00541653 -0.0140977
84.4  0.00402031 -0.0143642
84.5  0.00259785 -0.0144844
84.6  0.00116364 -0.0144585
84.7  -0.000267864 -0.0142883
84.8  -0.00168238 -0.0139769
84.9  -0.00306592 -0.0135288
85  -0.00440497 -0.01295
85.1  -0.00568657 -0.0122474
85.2  -0.0068985 -0.0114294
85.3  -0.00802932 -0.0105053
85.4  -0.00906854 -0.00948535
85.5  -0.0100067 -0.00838076
85.6  -0.0108354 -0.00720341
85.7  -0.0115474 -0.00596579
85.8  -0.0121369 -0.0046809
85.9  -0.0125991 -0.00336205
86  -0.0129307 -0.00202276
86.1  -0.0131296 -0.000676637
86.2  -0.0131953 0.000662789
86.3  -0.0131284 0.00198219
86.4  -0.0129308 0.00326858
86.5  -0.0126059 0.00450942
86.6  -0.0121582 0.00569276
86.7  -0.0115934 0.00680733
